entry_id,user_id,date,habit_name,target_value,status,notes,timestamp
e_16_water,1503960366,2016-04-10,Drink Water,8,done,,2025-10-26T02:24:07.633645
e_16_read,1503960366,2016-04-10,Read,20,partial,,2025-10-26T02:24:07.633645
e_17_ex,1503960366,2016-04-11,Morning Exercise,30,done,,2025-10-26T02:24:07.633741
e_17_water,1503960366,2016-04-11,Drink Water,8,done,,2025-10-26T02:24:07.633741
e_17_read,1503960366,2016-04-11,Read,20,partial,,2025-10-26T02:24:07.633741
e_18_ex,1503960366,2016-04-12,Morning Exercise,30,missed,,2025-10-26T02:24:07.633827
e_18_water,1503960366,2016-04-12,Drink Water,8,done,,2025-10-26T02:24:07.633827
e_18_read,1503960366,2016-04-12,Read,20,partial,,2025-10-26T02:24:07.633827
e_19_ex,1624580081,2016-03-25,Morning Exercise,30,missed,,2025-10-26T02:24:07.633907
e_19_water,1624580081,2016-03-25,Drink Water,8,partial,,2025-10-26T02:24:07.633907
e_19_read,1624580081,2016-03-25,Read,20,done,,2025-10-26T02:24:07.633907
e_20_ex,1624580081,2016-03-26,Morning Exercise,30,missed,,2025-10-26T02:24:07.633988
e_20_water,1624580081,2016-03-26,Drink Water,8,partial,,2025-10-26T02:24:07.633988
e_20_read,1624580081,2016-03-26,Read,20,partial,,2025-10-26T02:24:07.633988
e_21_ex,1624580081,2016-03-27,Morning Exercise,30,missed,,2025-10-26T02:24:07.634068
e_21_water,1624580081,2016-03-27,Drink Water,8,partial,,2025-10-26T02:24:07.634068
e_21_read,1624580081,2016-03-27,Read,20,partial,,2025-10-26T02:24:07.634068
e_22_ex,1624580081,2016-03-28,Morning Exercise,30,missed,,2025-10-26T02:24:07.634147
e_22_water,1624580081,2016-03-28,Drink Water,8,done,,2025-10-26T02:24:07.634147
e_22_read,1624580081,2016-03-28,Read,20,partial,,2025-10-26T02:24:07.634147
e_23_ex,1624580081,2016-03-29,Morning Exercise,30,missed,,2025-10-26T02:24:07.634229
e_23_water,1624580081,2016-03-29,Drink Water,8,done,,2025-10-26T02:24:07.634229
e_23_read,1624580081,2016-03-29,Read,20,done,,2025-10-26T02:24:07.634229
e_24_ex,1624580081,2016-03-30,Morning Exercise,30,missed,,2025-10-26T02:24:07.634310
e_24_water,1624580081,2016-03-30,Drink Water,8,partial,,2025-10-26T02:24:07.634310
e_24_read,1624580081,2016-03-30,Read,20,done,,2025-10-26T02:24:07.634310
e_25_ex,1624580081,2016-03-31,Morning Exercise,30,missed,,2025-10-26T02:24:07.634391
e_25_water,1624580081,2016-03-31,Drink Water,8,partial,,2025-10-26T02:24:07.634391
e_25_read,1624580081,2016-03-31,Read,20,partial,,2025-10-26T02:24:07.634391
e_26_ex,1624580081,2016-04-01,Morning Exercise,30,missed,,2025-10-26T02:24:07.634472
e_26_water,1624580081,2016-04-01,Drink Water,8,partial,,2025-10-26T02:24:07.634472
e_26_read,1624580081,2016-04-01,Read,20,done,,2025-10-26T02:24:07.634472
e_27_ex,1624580081,2016-04-02,Morning Exercise,30,missed,,2025-10-26T02:24:07.634555
e_27_water,1624580081,2016-04-02,Drink Water,8,done,,2025-10-26T02:24:07.634555
e_27_read,1624580081,2016-04-02,Read,20,done,,2025-10-26T02:24:07.634555
e_28_ex,1624580081,2016-04-03,Morning Exercise,30,missed,,2025-10-26T02:24:07.634636
e_28_water,1624580081,2016-04-03,Drink Water,8,done,,2025-10-26T02:24:07.634636
e_28_read,1624580081,2016-04-03,Read,20,done,,2025-10-26T02:24:07.634636
e_29_ex,1624580081,2016-04-04,Morning Exercise,30,missed,,2025-10-26T02:24:07.634717
e_29_water,1624580081,2016-04-04,Drink Water,8,done,,2025-10-26T02:24:07.634717
e_29_read,1624580081,2016-04-04,Read,20,done,,2025-10-26T02:24:07.634717
e_30_ex,1624580081,2016-04-05,Morning Exercise,30,missed,,2025-10-26T02:24:07.634794
e_30_water,1624580081,2016-04-05,Drink Water,8,done,,2025-10-26T02:24:07.634794
e_30_read,1624580081,2016-04-05,Read,20,done,,2025-10-26T02:24:07.634794
e_31_ex,1624580081,2016-04-06,Morning Exercise,30,missed,,2025-10-26T02:24:07.634872
e_31_water,1624580081,2016-04-06,Drink Water,8,done,,2025-10-26T02:24:07.634872
e_31_read,1624580081,2016-04-06,Read,20,done,,2025-10-26T02:24:07.634872
e_32_ex,1624580081,2016-04-07,Morning Exercise,30,missed,,2025-10-26T02:24:07.634950
e_32_water,1624580081,2016-04-07,Drink Water,8,done,,2025-10-26T02:24:07.634950
e_32_read,1624580081,2016-04-07,Read,20,done,,2025-10-26T02:24:07.634950
e_33_ex,1624580081,2016-04-08,Morning Exercise,30,missed,,2025-10-26T02:24:07.635029
e_33_water,1624580081,2016-04-08,Drink Water,8,done,,2025-10-26T02:24:07.635029
e_33_read,1624580081,2016-04-08,Read,20,partial,,2025-10-26T02:24:07.635029
e_34_ex,1624580081,2016-04-09,Morning Exercise,30,missed,,2025-10-26T02:24:07.635111
e_34_water,1624580081,2016-04-09,Drink Water,8,missed,,2025-10-26T02:24:07.635111
e_34_read,1624580081,2016-04-09,Read,20,partial,,2025-10-26T02:24:07.635111
e_35_ex,1624580081,2016-04-10,Morning Exercise,30,missed,,2025-10-26T02:24:07.635190
e_35_water,1624580081,2016-04-10,Drink Water,8,missed,,2025-10-26T02:24:07.635190
e_35_read,1624580081,2016-04-10,Read,20,partial,,2025-10-26T02:24:07.635190
e_36_ex,1624580081,2016-04-11,Morning Exercise,30,missed,,2025-10-26T02:24:07.635267
e_36_water,1624580081,2016-04-11,Drink Water,8,done,,2025-10-26T02:24:07.635267
e_36_read,1624580081,2016-04-11,Read,20,done,,2025-10-26T02:24:07.635267
e_37_ex,1624580081,2016-04-12,Morning Exercise,30,missed,,2025-10-26T02:24:07.635353
e_37_water,1624580081,2016-04-12,Drink Water,8,done,,2025-10-26T02:24:07.635353
e_37_read,1624580081,2016-04-12,Read,20,done,,2025-10-26T02:24:07.635353
e_38_ex,1644430081,2016-04-01,Morning Exercise,30,partial,,2025-10-26T02:24:07.635430
e_38_water,1644430081,2016-04-01,Drink Water,8,done,,2025-10-26T02:24:07.635430
e_38_read,1644430081,2016-04-01,Read,20,partial,,2025-10-26T02:24:07.635430
e_39_ex,1644430081,2016-04-02,Morning Exercise,30,done,,2025-10-26T02:24:07.635512
e_39_water,1644430081,2016-04-02,Drink Water,8,done,,2025-10-26T02:24:07.635512
e_39_read,1644430081,2016-04-02,Read,20,done,,2025-10-26T02:24:07.635512
e_40_ex,1644430081,2016-04-03,Morning Exercise,30,done,,2025-10-26T02:24:07.635594
e_40_water,1644430081,2016-04-03,Drink Water,8,done,,2025-10-26T02:24:07.635594
e_40_read,1644430081,2016-04-03,Read,20,partial,,2025-10-26T02:24:07.635594
e_41_ex,1644430081,2016-04-04,Morning Exercise,30,missed,,2025-10-26T02:24:07.635674
e_41_water,1644430081,2016-04-04,Drink Water,8,done,,2025-10-26T02:24:07.635674
e_41_read,1644430081,2016-04-04,Read,20,done,,2025-10-26T02:24:07.635674
e_42_ex,1644430081,2016-04-05,Morning Exercise,30,done,,2025-10-26T02:24:07.635753
e_42_water,1644430081,2016-04-05,Drink Water,8,done,,2025-10-26T02:24:07.635753
e_42_read,1644430081,2016-04-05,Read,20,done,,2025-10-26T02:24:07.635753
e_43_ex,1644430081,2016-04-06,Morning Exercise,30,done,,2025-10-26T02:24:07.635842
e_43_water,1644430081,2016-04-06,Drink Water,8,done,,2025-10-26T02:24:07.635842
e_43_read,1644430081,2016-04-06,Read,20,done,,2025-10-26T02:24:07.635842
e_44_ex,1644430081,2016-04-07,Morning Exercise,30,done,,2025-10-26T02:24:07.635931
e_44_water,1644430081,2016-04-07,Drink Water,8,done,,2025-10-26T02:24:07.635931
e_44_read,1644430081,2016-04-07,Read,20,done,,2025-10-26T02:24:07.635931
e_45_ex,1644430081,2016-04-08,Morning Exercise,30,done,,2025-10-26T02:24:07.636017
e_45_water,1644430081,2016-04-08,Drink Water,8,done,,2025-10-26T02:24:07.636017
e_45_read,1644430081,2016-04-08,Read,20,done,,2025-10-26T02:24:07.636017
e_46_ex,1644430081,2016-04-09,Morning Exercise,30,done,,2025-10-26T02:24:07.636198
e_46_water,1644430081,2016-04-09,Drink Water,8,done,,2025-10-26T02:24:07.636198
e_46_read,1644430081,2016-04-09,Read,20,done,,2025-10-26T02:24:07.636198
e_47_ex,1644430081,2016-04-10,Morning Exercise,30,missed,,2025-10-26T02:24:07.636310
e_47_water,1644430081,2016-04-10,Drink Water,8,done,,2025-10-26T02:24:07.636310
e_47_read,1644430081,2016-04-10,Read,20,done,,2025-10-26T02:24:07.636310
e_48_ex,1844505072,2016-04-01,Morning Exercise,30,partial,,2025-10-26T02:24:07.636416
e_48_water,1844505072,2016-04-01,Drink Water,8,done,,2025-10-26T02:24:07.636416
e_48_read,1844505072,2016-04-01,Read,20,done,,2025-10-26T02:24:07.636416
e_49_ex,1844505072,2016-04-02,Morning Exercise,30,missed,,2025-10-26T02:24:07.636505
e_49_water,1844505072,2016-04-02,Drink Water,8,done,,2025-10-26T02:24:07.636505
e_49_read,1844505072,2016-04-02,Read,20,done,,2025-10-26T02:24:07.636505
e_50_ex,1844505072,2016-04-03,Morning Exercise,30,missed,,2025-10-26T02:24:07.636588
e_50_water,1844505072,2016-04-03,Drink Water,8,done,,2025-10-26T02:24:07.636588
e_50_read,1844505072,2016-04-03,Read,20,done,,2025-10-26T02:24:07.636588
e_51_ex,1844505072,2016-04-04,Morning Exercise,30,missed,,2025-10-26T02:24:07.636667
e_51_water,1844505072,2016-04-04,Drink Water,8,done,,2025-10-26T02:24:07.636667
e_51_read,1844505072,2016-04-04,Read,20,done,,2025-10-26T02:24:07.636667
e_52_ex,1844505072,2016-04-05,Morning Exercise,30,missed,,2025-10-26T02:24:07.636750
e_52_water,1844505072,2016-04-05,Drink Water,8,partial,,2025-10-26T02:24:07.636750
e_52_read,1844505072,2016-04-05,Read,20,partial,,2025-10-26T02:24:07.636750
e_53_ex,1844505072,2016-04-06,Morning Exercise,30,missed,,2025-10-26T02:24:07.636830
e_53_water,1844505072,2016-04-06,Drink Water,8,missed,,2025-10-26T02:24:07.636830
e_53_read,1844505072,2016-04-06,Read,20,done,,2025-10-26T02:24:07.636830
e_54_ex,1844505072,2016-04-07,Morning Exercise,30,missed,,2025-10-26T02:24:07.636907
e_54_water,1844505072,2016-04-07,Drink Water,8,done,,2025-10-26T02:24:07.636907
e_54_read,1844505072,2016-04-07,Read,20,partial,,2025-10-26T02:24:07.636907
e_55_ex,1844505072,2016-04-08,Morning Exercise,30,missed,,2025-10-26T02:24:07.637012
e_55_water,1844505072,2016-04-08,Drink Water,8,done,,2025-10-26T02:24:07.637012
e_55_read,1844505072,2016-04-08,Read,20,done,,2025-10-26T02:24:07.637012
e_56_ex,1844505072,2016-04-09,Morning Exercise,30,missed,,2025-10-26T02:24:07.637097
e_56_water,1844505072,2016-04-09,Drink Water,8,done,,2025-10-26T02:24:07.637097
e_56_read,1844505072,2016-04-09,Read,20,partial,,2025-10-26T02:24:07.637097
e_57_ex,1844505072,2016-04-10,Morning Exercise,30,missed,,2025-10-26T02:24:07.637178
e_57_water,1844505072,2016-04-10,Drink Water,8,partial,,2025-10-26T02:24:07.637178
e_57_read,1844505072,2016-04-10,Read,20,done,,2025-10-26T02:24:07.637178
e_58_ex,1844505072,2016-04-11,Morning Exercise,30,missed,,2025-10-26T02:24:07.637265
e_58_water,1844505072,2016-04-11,Drink Water,8,partial,,2025-10-26T02:24:07.637265
e_58_read,1844505072,2016-04-11,Read,20,partial,,2025-10-26T02:24:07.637265
e_59_ex,1844505072,2016-04-12,Morning Exercise,30,missed,,2025-10-26T02:24:07.637344
e_59_water,1844505072,2016-04-12,Drink Water,8,done,,2025-10-26T02:24:07.637344
e_59_read,1844505072,2016-04-12,Read,20,done,,2025-10-26T02:24:07.637344
e_60_ex,1927972279,2016-04-01,Morning Exercise,30,missed,,2025-10-26T02:24:07.637427
e_60_water,1927972279,2016-04-01,Drink Water,8,done,,2025-10-26T02:24:07.637427
e_60_read,1927972279,2016-04-01,Read,20,done,,2025-10-26T02:24:07.637427
e_61_ex,1927972279,2016-04-02,Morning Exercise,30,missed,,2025-10-26T02:24:07.637508
e_61_water,1927972279,2016-04-02,Drink Water,8,done,,2025-10-26T02:24:07.637508
e_61_read,1927972279,2016-04-02,Read,20,partial,,2025-10-26T02:24:07.637508
e_62_ex,1927972279,2016-04-03,Morning Exercise,30,missed,,2025-10-26T02:24:07.637589
e_62_water,1927972279,2016-04-03,Drink Water,8,done,,2025-10-26T02:24:07.637589
e_62_read,1927972279,2016-04-03,Read,20,done,,2025-10-26T02:24:07.637589
e_63_ex,1927972279,2016-04-04,Morning Exercise,30,missed,,2025-10-26T02:24:07.637669
e_63_water,1927972279,2016-04-04,Drink Water,8,done,,2025-10-26T02:24:07.637669
e_63_read,1927972279,2016-04-04,Read,20,done,,2025-10-26T02:24:07.637669
e_64_ex,1927972279,2016-04-05,Morning Exercise,30,missed,,2025-10-26T02:24:07.637750
e_64_water,1927972279,2016-04-05,Drink Water,8,done,,2025-10-26T02:24:07.637750
e_64_read,1927972279,2016-04-05,Read,20,done,,2025-10-26T02:24:07.637750
e_65_ex,1927972279,2016-04-06,Morning Exercise,30,missed,,2025-10-26T02:24:07.637831
e_65_water,1927972279,2016-04-06,Drink Water,8,done,,2025-10-26T02:24:07.637831
e_65_read,1927972279,2016-04-06,Read,20,done,,2025-10-26T02:24:07.637831
e_66_ex,1927972279,2016-04-07,Morning Exercise,30,missed,,2025-10-26T02:24:07.637914
e_66_water,1927972279,2016-04-07,Drink Water,8,partial,,2025-10-26T02:24:07.637914
e_66_read,1927972279,2016-04-07,Read,20,partial,,2025-10-26T02:24:07.637914
e_67_ex,1927972279,2016-04-08,Morning Exercise,30,missed,,2025-10-26T02:24:07.637999
e_67_water,1927972279,2016-04-08,Drink Water,8,partial,,2025-10-26T02:24:07.637999
e_67_read,1927972279,2016-04-08,Read,20,done,,2025-10-26T02:24:07.637999
e_68_ex,1927972279,2016-04-09,Morning Exercise,30,missed,,2025-10-26T02:24:07.638084
e_68_water,1927972279,2016-04-09,Drink Water,8,done,,2025-10-26T02:24:07.638084
e_68_read,1927972279,2016-04-09,Read,20,done,,2025-10-26T02:24:07.638084
e_69_ex,1927972279,2016-04-10,Morning Exercise,30,missed,,2025-10-26T02:24:07.638164
e_69_water,1927972279,2016-04-10,Drink Water,8,done,,2025-10-26T02:24:07.638164
e_69_read,1927972279,2016-04-10,Read,20,partial,,2025-10-26T02:24:07.638164
e_70_ex,1927972279,2016-04-11,Morning Exercise,30,missed,,2025-10-26T02:24:07.638256
e_70_water,1927972279,2016-04-11,Drink Water,8,done,,2025-10-26T02:24:07.638256
e_70_read,1927972279,2016-04-11,Read,20,done,,2025-10-26T02:24:07.638256
e_71_ex,1927972279,2016-04-12,Morning Exercise,30,missed,,2025-10-26T02:24:07.638316
e_71_water,1927972279,2016-04-12,Drink Water,8,done,,2025-10-26T02:24:07.638316
e_71_read,1927972279,2016-04-12,Read,20,missed,,2025-10-26T02:24:07.638316
e_72_ex,2022484408,2016-04-01,Morning Exercise,30,done,,2025-10-26T02:24:07.638372
e_72_water,2022484408,2016-04-01,Drink Water,8,done,,2025-10-26T02:24:07.638372
e_72_read,2022484408,2016-04-01,Read,20,done,,2025-10-26T02:24:07.638372
e_73_ex,2022484408,2016-04-02,Morning Exercise,30,missed,,2025-10-26T02:24:07.638428
e_73_water,2022484408,2016-04-02,Drink Water,8,done,,2025-10-26T02:24:07.638428
e_73_read,2022484408,2016-04-02,Read,20,done,,2025-10-26T02:24:07.638428
e_74_ex,2022484408,2016-04-03,Morning Exercise,30,done,,2025-10-26T02:24:07.638508
e_74_water,2022484408,2016-04-03,Drink Water,8,done,,2025-10-26T02:24:07.638508
e_74_read,2022484408,2016-04-03,Read,20,partial,,2025-10-26T02:24:07.638508
e_75_ex,2022484408,2016-04-04,Morning Exercise,30,done,,2025-10-26T02:24:07.638594
e_75_water,2022484408,2016-04-04,Drink Water,8,done,,2025-10-26T02:24:07.638594
e_75_read,2022484408,2016-04-04,Read,20,done,,2025-10-26T02:24:07.638594
e_76_ex,2022484408,2016-04-05,Morning Exercise,30,done,,2025-10-26T02:24:07.638704
e_76_water,2022484408,2016-04-05,Drink Water,8,done,,2025-10-26T02:24:07.638704
e_76_read,2022484408,2016-04-05,Read,20,partial,,2025-10-26T02:24:07.638704
e_77_ex,2022484408,2016-04-06,Morning Exercise,30,done,,2025-10-26T02:24:07.638792
e_77_water,2022484408,2016-04-06,Drink Water,8,done,,2025-10-26T02:24:07.638792
e_77_read,2022484408,2016-04-06,Read,20,partial,,2025-10-26T02:24:07.638792
e_78_ex,2022484408,2016-04-07,Morning Exercise,30,done,,2025-10-26T02:24:07.638885
e_78_water,2022484408,2016-04-07,Drink Water,8,done,,2025-10-26T02:24:07.638885
e_78_read,2022484408,2016-04-07,Read,20,partial,,2025-10-26T02:24:07.638885
e_79_ex,2022484408,2016-04-08,Morning Exercise,30,done,,2025-10-26T02:24:07.638975
e_79_water,2022484408,2016-04-08,Drink Water,8,done,,2025-10-26T02:24:07.638975
e_79_read,2022484408,2016-04-08,Read,20,partial,,2025-10-26T02:24:07.638975
e_80_ex,2022484408,2016-04-09,Morning Exercise,30,done,,2025-10-26T02:24:07.639063
e_80_water,2022484408,2016-04-09,Drink Water,8,done,,2025-10-26T02:24:07.639063
e_80_read,2022484408,2016-04-09,Read,20,done,,2025-10-26T02:24:07.639063
e_81_ex,2022484408,2016-04-10,Morning Exercise,30,partial,,2025-10-26T02:24:07.639154
e_81_water,2022484408,2016-04-10,Drink Water,8,done,,2025-10-26T02:24:07.639154
e_81_read,2022484408,2016-04-10,Read,20,partial,,2025-10-26T02:24:07.639154
e_82_ex,2022484408,2016-04-11,Morning Exercise,30,done,,2025-10-26T02:24:07.639258
e_82_water,2022484408,2016-04-11,Drink Water,8,done,,2025-10-26T02:24:07.639258
e_82_read,2022484408,2016-04-11,Read,20,done,,2025-10-26T02:24:07.639258
e_83_ex,2022484408,2016-04-12,Morning Exercise,30,done,,2025-10-26T02:24:07.639354
e_83_water,2022484408,2016-04-12,Drink Water,8,done,,2025-10-26T02:24:07.639354
e_83_read,2022484408,2016-04-12,Read,20,partial,,2025-10-26T02:24:07.639354
e_84_ex,2026352035,2016-04-01,Morning Exercise,30,missed,,2025-10-26T02:24:07.639443
e_84_water,2026352035,2016-04-01,Drink Water,8,done,,2025-10-26T02:24:07.639443
e_84_read,2026352035,2016-04-01,Read,20,done,,2025-10-26T02:24:07.639443
e_85_ex,2026352035,2016-04-02,Morning Exercise,30,missed,,2025-10-26T02:24:07.639525
e_85_water,2026352035,2016-04-02,Drink Water,8,done,,2025-10-26T02:24:07.639525
e_85_read,2026352035,2016-04-02,Read,20,done,,2025-10-26T02:24:07.639525
e_86_ex,2026352035,2016-04-03,Morning Exercise,30,missed,,2025-10-26T02:24:07.639620
e_86_water,2026352035,2016-04-03,Drink Water,8,done,,2025-10-26T02:24:07.639620
e_86_read,2026352035,2016-04-03,Read,20,partial,,2025-10-26T02:24:07.639620
e_87_ex,2026352035,2016-04-04,Morning Exercise,30,missed,,2025-10-26T02:24:07.639703
e_87_water,2026352035,2016-04-04,Drink Water,8,done,,2025-10-26T02:24:07.639703
e_87_read,2026352035,2016-04-04,Read,20,done,,2025-10-26T02:24:07.639703
e_88_ex,2026352035,2016-04-05,Morning Exercise,30,missed,,2025-10-26T02:24:07.639788
e_88_water,2026352035,2016-04-05,Drink Water,8,done,,2025-10-26T02:24:07.639788
e_88_read,2026352035,2016-04-05,Read,20,done,,2025-10-26T02:24:07.639788
e_89_ex,2026352035,2016-04-06,Morning Exercise,30,missed,,2025-10-26T02:24:07.639878
e_89_water,2026352035,2016-04-06,Drink Water,8,done,,2025-10-26T02:24:07.639878
e_89_read,2026352035,2016-04-06,Read,20,done,,2025-10-26T02:24:07.639878
e_90_ex,2026352035,2016-04-07,Morning Exercise,30,missed,,2025-10-26T02:24:07.639987
e_90_water,2026352035,2016-04-07,Drink Water,8,missed,,2025-10-26T02:24:07.639987
e_90_read,2026352035,2016-04-07,Read,20,done,,2025-10-26T02:24:07.639987
e_91_ex,2026352035,2016-04-08,Morning Exercise,30,missed,,2025-10-26T02:24:07.640411
e_91_water,2026352035,2016-04-08,Drink Water,8,done,,2025-10-26T02:24:07.640411
e_91_read,2026352035,2016-04-08,Read,20,done,,2025-10-26T02:24:07.640411
e_92_ex,2026352035,2016-04-09,Morning Exercise,30,missed,,2025-10-26T02:24:07.640574
e_92_water,2026352035,2016-04-09,Drink Water,8,missed,,2025-10-26T02:24:07.640574
e_92_read,2026352035,2016-04-09,Read,20,partial,,2025-10-26T02:24:07.640574
e_93_ex,2026352035,2016-04-10,Morning Exercise,30,missed,,2025-10-26T02:24:07.640664
e_93_water,2026352035,2016-04-10,Drink Water,8,done,,2025-10-26T02:24:07.640664
e_93_read,2026352035,2016-04-10,Read,20,done,,2025-10-26T02:24:07.640664
e_94_ex,2026352035,2016-04-11,Morning Exercise,30,missed,,2025-10-26T02:24:07.640750
e_94_water,2026352035,2016-04-11,Drink Water,8,done,,2025-10-26T02:24:07.640750
e_94_read,2026352035,2016-04-11,Read,20,done,,2025-10-26T02:24:07.640750
e_95_ex,2026352035,2016-04-12,Morning Exercise,30,missed,,2025-10-26T02:24:07.640854
e_95_water,2026352035,2016-04-12,Drink Water,8,done,,2025-10-26T02:24:07.640854
e_95_read,2026352035,2016-04-12,Read,20,done,,2025-10-26T02:24:07.640854
e_96_ex,2320127002,2016-04-01,Morning Exercise,30,missed,,2025-10-26T02:24:07.640944
e_96_water,2320127002,2016-04-01,Drink Water,8,missed,,2025-10-26T02:24:07.640944
e_96_read,2320127002,2016-04-01,Read,20,missed,,2025-10-26T02:24:07.640944
e_97_ex,2320127002,2016-04-02,Morning Exercise,30,missed,,2025-10-26T02:24:07.641036
e_97_water,2320127002,2016-04-02,Drink Water,8,done,,2025-10-26T02:24:07.641036
e_97_read,2320127002,2016-04-02,Read,20,missed,,2025-10-26T02:24:07.641036
e_98_ex,2320127002,2016-04-03,Morning Exercise,30,missed,,2025-10-26T02:24:07.641119
e_98_water,2320127002,2016-04-03,Drink Water,8,done,,2025-10-26T02:24:07.641119
e_98_read,2320127002,2016-04-03,Read,20,missed,,2025-10-26T02:24:07.641119
e_99_ex,2320127002,2016-04-04,Morning Exercise,30,missed,,2025-10-26T02:24:07.641217
e_99_water,2320127002,2016-04-04,Drink Water,8,partial,,2025-10-26T02:24:07.641217
e_99_read,2320127002,2016-04-04,Read,20,done,,2025-10-26T02:24:07.641217
e_100_ex,2320127002,2016-04-05,Morning Exercise,30,missed,,2025-10-26T02:24:07.641308
e_100_water,2320127002,2016-04-05,Drink Water,8,partial,,2025-10-26T02:24:07.641308
e_100_read,2320127002,2016-04-05,Read,20,done,,2025-10-26T02:24:07.641308
e_101_ex,2320127002,2016-04-06,Morning Exercise,30,missed,,2025-10-26T02:24:07.641407
e_101_water,2320127002,2016-04-06,Drink Water,8,done,,2025-10-26T02:24:07.641407
e_101_read,2320127002,2016-04-06,Read,20,done,,2025-10-26T02:24:07.641407
